행정구역(시군구)별,201201,201202,201203,201204,201205,201206,201207,201208,201209,201210,201211,201212,201301,201302,201303,201304,201305,201306,201307,201308,201309,201310,201311,201312,201401,201402,201403,201404,201405,201406,201407,201408,201409,201410,201411,201412,201501,201502,201503,201504,201505,201506,201507,201508,201509,201510,201511,201512,201601,201602,201603,201604,201605,201606,201607,201608,201609,201610,201611,201612
서울특별시,-3381,-2853,-9032,-8695,-8379,-7834,-8753,-9226,-8190,-11349,-11130,-14825,-4529,-4723,-7713,-10005,-8211,-8750,-8888,-6930,-6519,-8773,-11357,-14152,-4272,-2832,-6143,-8456,-7587,-8395,-7519,-5663,-6126,-9122,-9168,-12548,-3055,-4136,-9374,-11117,-11676,-14378,-11723,-12911,-12886,-14997,-13610,-17393,-6854,-8211,-8820,-10658,-11958,-12064,-12845,-14671,-10910,-13258,-14582,-15426
